Gene_set	Term	Overlap	P-value	Adjusted P-value	Old P-value	Old Adjusted P-value	Odds Ratio	Combined Score	Genes
GO_Biological_Process_2023	Negative Regulation Of Retinoic Acid Receptor Signaling Pathway (GO:0048387)	2/6	2.887575e-01	9.999963e-01	0	0	2.322417e+00	2.884832e+00	CNOT1;EZH2
GO_Biological_Process_2023	Negative Regulation Of Stress-Activated Protein Kinase Signaling Cascade (GO:0070303)	2/6	2.887575e-01	9.999963e-01	0	0	2.322417e+00	2.884832e+00	GSTP1;MYC
GO_Biological_Process_2023	Negative Regulation Of Telomere Capping (GO:1904354)	2/6	2.887575e-01	9.999963e-01	0	0	2.322417e+00	2.884832e+00	RAD50;TERF2
GO_Biological_Process_2023	Neurotransmitter Receptor Transport, Endosome To Postsynaptic Membrane (GO:0098887)	2/6	2.887575e-01	9.999963e-01	0	0	2.322417e+00	2.884832e+00	LRRC7;SCRIB
GO_Biological_Process_2023	Nuclear-Transcribed mRNA Catabolic Process, Deadenylation-Independent Decay (GO:0031086)	2/6	2.887575e-01	9.999963e-01	0	0	2.322417e+00	2.884832e+00	EDC4;PNRC2
GO_Biological_Process_2023	Nucleotide Transport (GO:0006862)	2/6	2.887575e-01	9.999963e-01	0	0	2.322417e+00	2.884832e+00	SLC25A19;ABCC5
GO_Biological_Process_2023	Polyamine Biosynthetic Process (GO:0006596)	2/6	2.887575e-01	9.999963e-01	0	0	2.322417e+00	2.884832e+00	SMS;SRM
GO_Biological_Process_2023	Positive Regulation Of RNA Binding (GO:1905216)	2/6	2.887575e-01	9.999963e-01	0	0	2.322417e+00	2.884832e+00	NCBP1;EIF3D
GO_Biological_Process_2023	Positive Regulation Of Amyloid-Beta Clearance (GO:1900223)	2/6	2.887575e-01	9.999963e-01	0	0	2.322417e+00	2.884832e+00	LRP1;APOE
GO_Biological_Process_2023	Positive Regulation Of Aspartic-Type Endopeptidase Activity Involved In Amyloid Precursor Protein Catabolic Process (GO:1902961)	2/6	2.887575e-01	9.999963e-01	0	0	2.322417e+00	2.884832e+00	EFNA3;PICALM
GO_Biological_Process_2023	Positive Regulation Of Cysteine-Type Endopeptidase Activity Involved In Apoptotic Signaling Pathway (GO:2001269)	2/6	2.887575e-01	9.999963e-01	0	0	2.322417e+00	2.884832e+00	PRR7;LGALS9
GO_Biological_Process_2023	Positive Regulation Of Kidney Development (GO:0090184)	2/6	2.887575e-01	9.999963e-01	0	0	2.322417e+00	2.884832e+00	FOXD1;MYC
GO_Biological_Process_2023	Positive Regulation Of Lamellipodium Morphogenesis (GO:2000394)	2/6	2.887575e-01	9.999963e-01	0	0	2.322417e+00	2.884832e+00	VIL1;RREB1
GO_Biological_Process_2023	Positive Regulation Of mRNA Binding (GO:1902416)	2/6	2.887575e-01	9.999963e-01	0	0	2.322417e+00	2.884832e+00	EIF3D;EIF4G1
GO_Biological_Process_2023	Positive Regulation Of Mitophagy In Response To Mitochondrial Depolarization (GO:0098779)	2/6	2.887575e-01	9.999963e-01	0	0	2.322417e+00	2.884832e+00	HUWE1;TOMM7
GO_Biological_Process_2023	Positive Regulation Of Protein Localization To Centrosome (GO:1904781)	2/6	2.887575e-01	9.999963e-01	0	0	2.322417e+00	2.884832e+00	NUP62;CEP250
GO_Biological_Process_2023	Positive Regulation Of Receptor Catabolic Process (GO:2000646)	2/6	2.887575e-01	9.999963e-01	0	0	2.322417e+00	2.884832e+00	PCSK9;APOE
GO_Biological_Process_2023	Positive Regulation Of Synaptic Plasticity (GO:0031915)	2/6	2.887575e-01	9.999963e-01	0	0	2.322417e+00	2.884832e+00	CDC20;ANAPC2
GO_Biological_Process_2023	Positive Regulation Of Triglyceride Catabolic Process (GO:0010898)	2/6	2.887575e-01	9.999963e-01	0	0	2.322417e+00	2.884832e+00	ABHD5;DAGLB
GO_Biological_Process_2023	Positive Regulation Of Trophoblast Cell Migration (GO:1901165)	2/6	2.887575e-01	9.999963e-01	0	0	2.322417e+00	2.884832e+00	C1QBP;AGO2
GO_Biological_Process_2023	Protein Deglutamylation (GO:0035608)	2/6	2.887575e-01	9.999963e-01	0	0	2.322417e+00	2.884832e+00	AGBL5;AGTPBP1
GO_Biological_Process_2023	Regulation Of T Cell Mediated Immune Response To Tumor Cell (GO:0002840)	2/6	2.887575e-01	9.999963e-01	0	0	2.322417e+00	2.884832e+00	HMGB1;HSPD1
GO_Biological_Process_2023	Regulation Of TORC2 Signaling (GO:1903939)	2/6	2.887575e-01	9.999963e-01	0	0	2.322417e+00	2.884832e+00	SIK3;TELO2
GO_Biological_Process_2023	Regulation Of Bile Acid Metabolic Process (GO:1904251)	2/6	2.887575e-01	9.999963e-01	0	0	2.322417e+00	2.884832e+00	PANK2;SIRT1
GO_Biological_Process_2023	Regulation Of Cellular Response To Insulin Stimulus (GO:1900076)	2/6	2.887575e-01	9.999963e-01	0	0	2.322417e+00	2.884832e+00	ATP2B1;GPLD1
GO_Biological_Process_2023	Regulation Of Collagen Fibril Organization (GO:1904026)	2/6	2.887575e-01	9.999963e-01	0	0	2.322417e+00	2.884832e+00	TNXB;COLGALT1
GO_Biological_Process_2023	Regulation Of Glucocorticoid Receptor Signaling Pathway (GO:2000322)	2/6	2.887575e-01	9.999963e-01	0	0	2.322417e+00	2.884832e+00	PER1;CRY2
GO_Biological_Process_2023	Regulation Of Prostaglandin Biosynthetic Process (GO:0031392)	2/6	2.887575e-01	9.999963e-01	0	0	2.322417e+00	2.884832e+00	PIBF1;SIRT1
GO_Biological_Process_2023	Regulation Of Respiratory Gaseous Exchange (GO:0043576)	2/6	2.887575e-01	9.999963e-01	0	0	2.322417e+00	2.884832e+00	MTG1;MTG2
GO_Biological_Process_2023	Regulation Of Respiratory System Process (GO:0044065)	2/6	2.887575e-01	9.999963e-01	0	0	2.322417e+00	2.884832e+00	MTG1;MTG2
GO_Biological_Process_2023	Regulation Of Vascular Associated Smooth Muscle Cell Differentiation (GO:1905063)	2/6	2.887575e-01	9.999963e-01	0	0	2.322417e+00	2.884832e+00	PDCD4;NFATC2
GO_Biological_Process_2023	Response To Caffeine (GO:0031000)	2/6	2.887575e-01	9.999963e-01	0	0	2.322417e+00	2.884832e+00	GSTM2;RYR3
GO_Biological_Process_2023	Ribose Phosphate Biosynthetic Process (GO:0046390)	2/6	2.887575e-01	9.999963e-01	0	0	2.322417e+00	2.884832e+00	PRPS2;PRPS1
GO_Biological_Process_2023	Ribosome-Associated Ubiquitin-Dependent Protein Catabolic Process (GO:1990116)	2/6	2.887575e-01	9.999963e-01	0	0	2.322417e+00	2.884832e+00	ASCC3;ZNF598
GO_Biological_Process_2023	Serine Transport (GO:0032329)	2/6	2.887575e-01	9.999963e-01	0	0	2.322417e+00	2.884832e+00	SFXN2;SLC38A5
GO_Biological_Process_2023	Vascular Associated Smooth Muscle Cell Development (GO:0097084)	2/6	2.887575e-01	9.999963e-01	0	0	2.322417e+00	2.884832e+00	HEY2;ENG
GO_Biological_Process_2023	Regulation Of Nervous System Development (GO:0051960)	10/46	2.907528e-01	9.999963e-01	0	0	1.290637e+00	1.594300e+00	PER2;HES6;NSUN5;HEY2;HLTF;KIF14;TNFRSF1B;HES2;HES5;WNT3
GO_Biological_Process_2023	Protein Lipidation (GO:0006497)	13/62	2.979065e-01	9.999963e-01	0	0	1.232761e+00	1.492843e+00	PGAP2;PIGQ;WIPI2;PIGW;PIGV;PGF;ZDHHC14;UGCG;ATG16L1;PIGA;PIGL;GLUL;GPLD1
GO_Biological_Process_2023	Positive Regulation Of Intracellular Protein Transport (GO:0090316)	25/126	2.991783e-01	9.999963e-01	0	0	1.150403e+00	1.388209e+00	USP36;C2CD5;PIK3R2;MIEF1;UBE2J2;IPO5;TRIM28;XPO4;CDH1;TPR;UBR5;ARIH2;MICALL2;ECT2;PCNT;CEP290;SMAD3;FZD5;HPS4;HUWE1;MAVS;TOMM7;KIF20B;ERGIC3;RAN
GO_Biological_Process_2023	Histone Deacetylation (GO:0016575)	8/36	2.998572e-01	9.999963e-01	0	0	1.327408e+00	1.598795e+00	HDAC4;MBD3;MTA1;TBL1XR1;HDAC11;MSL3;RBBP7;SIRT1
GO_Biological_Process_2023	Negative Regulation Of Organelle Assembly (GO:1902116)	8/36	2.998572e-01	9.999963e-01	0	0	1.327408e+00	1.598795e+00	TCHP;RBM14;KAT2A;USP10;CCP110;KIF24;CDK10;CDK5RAP2
GO_Biological_Process_2023	Positive Regulation Of RNA Splicing (GO:0033120)	8/36	2.998572e-01	9.999963e-01	0	0	1.327408e+00	1.598795e+00	PRMT5;DAZAP1;SNW1;NCBP1;U2AF2;CLNS1A;NCL;NUP98
GO_Biological_Process_2023	Positive Regulation Of Myeloid Cell Differentiation (GO:0045639)	8/36	2.998572e-01	9.999963e-01	0	0	1.327408e+00	1.598795e+00	FAM210B;MED1;SCIN;PRKDC;PRMT1;PITHD1;ANKRD54;ACVR2A
GO_Biological_Process_2023	Cellular Response To Nutrient Levels (GO:0031669)	16/78	3.007637e-01	9.999963e-01	0	0	1.199181e+00	1.440732e+00	PRR5;KLF10;SREBF1;PCSK9;WIPI2;PRKAB1;SIRT1;MTOR;RPTOR;FLCN;WRN;MLST8;PPARA;GAS2L1;EIF4G1;OTUD3
GO_Biological_Process_2023	Actin Filament Polymerization (GO:0030041)	7/31	3.041123e-01	9.999963e-01	0	0	1.355009e+00	1.612946e+00	VIL1;PREX1;DIAPH2;DIAPH3;MICALL2;FHDC1;GAS7
GO_Biological_Process_2023	Regulation Of Gluconeogenesis (GO:0006111)	7/31	3.041123e-01	9.999963e-01	0	0	1.355009e+00	1.612946e+00	DDB1;ZNF692;USP7;KAT2A;MST1;SIRT1;PTPN2
GO_Biological_Process_2023	Cellular Response To Decreased Oxygen Levels (GO:0036294)	15/73	3.066715e-01	9.999963e-01	0	0	1.201718e+00	1.420404e+00	EGLN1;SUV39H1;BNIP3;HILPDA;AK4;SIRT1;MTOR;AQP1;RPTOR;CPEB1;TERT;FAM162A;MYC;MLST8;TP53
GO_Biological_Process_2023	DNA Methylation-Dependent Heterochromatin Formation (GO:0006346)	3/11	3.072669e-01	9.999963e-01	0	0	1.741881e+00	2.055487e+00	MBD3;HELLS;SIRT1
GO_Biological_Process_2023	Actin Crosslink Formation (GO:0051764)	3/11	3.072669e-01	9.999963e-01	0	0	1.741881e+00	2.055487e+00	GAS2L3;BAIAP2;GAS2L1
GO_Biological_Process_2023	Cell Part Morphogenesis (GO:0032990)	3/11	3.072669e-01	9.999963e-01	0	0	1.741881e+00	2.055487e+00	SUPV3L1;PNPT1;NUBPL
GO_Biological_Process_2023	Central Nervous System Neuron Axonogenesis (GO:0021955)	3/11	3.072669e-01	9.999963e-01	0	0	1.741881e+00	2.055487e+00	SPTBN4;HSP90AA1;HSP90AB1
GO_Biological_Process_2023	Central Nervous System Projection Neuron Axonogenesis (GO:0021952)	3/11	3.072669e-01	9.999963e-01	0	0	1.741881e+00	2.055487e+00	SPTBN4;SZT2;TSKU
GO_Biological_Process_2023	Fatty Acid Beta-Oxidation Using acyl-CoA Oxidase (GO:0033540)	3/11	3.072669e-01	9.999963e-01	0	0	1.741881e+00	2.055487e+00	EHHADH;ACOX3;DECR2
GO_Biological_Process_2023	Glutamine Family Amino Acid Biosynthetic Process (GO:0009084)	3/11	3.072669e-01	9.999963e-01	0	0	1.741881e+00	2.055487e+00	PYCR1;ALDH18A1;GLUL
GO_Biological_Process_2023	Intestinal Lipid Absorption (GO:0098856)	3/11	3.072669e-01	9.999963e-01	0	0	1.741881e+00	2.055487e+00	UGCG;AKR1C1;CD36
GO_Biological_Process_2023	Isotype Switching (GO:0045190)	3/11	3.072669e-01	9.999963e-01	0	0	1.741881e+00	2.055487e+00	MSH6;MSH2;HSPD1
GO_Biological_Process_2023	Lipoprotein Transport (GO:0042953)	3/11	3.072669e-01	9.999963e-01	0	0	1.741881e+00	2.055487e+00	LRP1;MIA3;CD36
GO_Biological_Process_2023	Lysosomal Microautophagy (GO:0016237)	3/11	3.072669e-01	9.999963e-01	0	0	1.741881e+00	2.055487e+00	ATG16L1;ATG2A;ATG2B
GO_Biological_Process_2023	Methylguanosine-Cap Decapping (GO:0110156)	3/11	3.072669e-01	9.999963e-01	0	0	1.741881e+00	2.055487e+00	EDC4;NUDT12;PNRC2
GO_Biological_Process_2023	Mitochondrial Genome Maintenance (GO:0000002)	3/11	3.072669e-01	9.999963e-01	0	0	1.741881e+00	2.055487e+00	OPA1;TOP3A;LONP1
GO_Biological_Process_2023	Neurotransmitter Uptake (GO:0001504)	3/11	3.072669e-01	9.999963e-01	0	0	1.741881e+00	2.055487e+00	SLC38A1;SLC29A1;SLC29A2
GO_Biological_Process_2023	Nucleoside Phosphate Biosynthetic Process (GO:1901293)	3/11	3.072669e-01	9.999963e-01	0	0	1.741881e+00	2.055487e+00	AK4;NMNAT3;AK7
GO_Biological_Process_2023	Polyamine Metabolic Process (GO:0006595)	3/11	3.072669e-01	9.999963e-01	0	0	1.741881e+00	2.055487e+00	ODC1;SMS;SRM
GO_Biological_Process_2023	Positive Regulation Of Lipid Transport (GO:0032370)	3/11	3.072669e-01	9.999963e-01	0	0	1.741881e+00	2.055487e+00	LRP1;APOE;TRIAP1
GO_Biological_Process_2023	Positive Regulation Of Muscle Contraction (GO:0045933)	3/11	3.072669e-01	9.999963e-01	0	0	1.741881e+00	2.055487e+00	CTTN;SPHK1;NMU
GO_Biological_Process_2023	Positive Regulation Of Protein Maturation (GO:1903319)	3/11	3.072669e-01	9.999963e-01	0	0	1.741881e+00	2.055487e+00	BAG2;TFR2;RHBDD1
GO_Biological_Process_2023	Programmed Necrotic Cell Death (GO:0097300)	3/11	3.072669e-01	9.999963e-01	0	0	1.741881e+00	2.055487e+00	ITPK1;PGAM5;TRPM7
GO_Biological_Process_2023	Protein Polyglutamylation (GO:0018095)	3/11	3.072669e-01	9.999963e-01	0	0	1.741881e+00	2.055487e+00	TTLL5;TTLL4;TTLL11
GO_Biological_Process_2023	Pyrimidine Nucleobase Metabolic Process (GO:0006206)	3/11	3.072669e-01	9.999963e-01	0	0	1.741881e+00	2.055487e+00	CTPS2;CTPS1;UMPS
GO_Biological_Process_2023	Regulation Of Alcohol Biosynthetic Process (GO:1902930)	3/11	3.072669e-01	9.999963e-01	0	0	1.741881e+00	2.055487e+00	SEC14L2;LPCAT3;ERLIN1
GO_Biological_Process_2023	Response To Nitric Oxide (GO:0071731)	3/11	3.072669e-01	9.999963e-01	0	0	1.741881e+00	2.055487e+00	EGLN1;CDK2;MTR
GO_Biological_Process_2023	L-amino Acid Transport (GO:0015807)	6/26	3.078699e-01	9.999963e-01	0	0	1.393669e+00	1.641850e+00	SLC36A1;SLC38A1;SLC6A9;SFXN1;SLC7A1;SLC38A5
GO_Biological_Process_2023	Camera-Type Eye Development (GO:0043010)	6/26	3.078699e-01	9.999963e-01	0	0	1.393669e+00	1.641850e+00	IFT122;CRYBA4;CEP290;TSKU;HES5;FBN1
GO_Biological_Process_2023	Positive Regulation Of Erythrocyte Differentiation (GO:0045648)	6/26	3.078699e-01	9.999963e-01	0	0	1.393669e+00	1.641850e+00	FAM210B;MED1;PRKDC;PRMT1;ANKRD54;ACVR2A
GO_Biological_Process_2023	Positive Regulation Of Monooxygenase Activity (GO:0032770)	6/26	3.078699e-01	9.999963e-01	0	0	1.393669e+00	1.641850e+00	DHFR;SCARB1;TERT;NPR3;APOE;TERF2
GO_Biological_Process_2023	Negative Regulation Of DNA-templated Transcription (GO:0045892)	188/1025	3.088616e-01	9.999963e-01	0	0	1.045355e+00	1.228148e+00	TCERG1;ZNF692;KDM1A;KDM1B;GMNN;PRDM5;ZBTB21;HNRNPU;NOC2L;PHB2;CCAR2;IKZF5;RPS14;TRIM28;CCND1;MYC;MYB;KAT8;ZNF205;ZNF568;TRIM27;ZNF566;BTRC;ZNF202;MEN1;ZNF440;MED1;MORC3;TLE1;ZNF282;SFMBT1;ZFP69B;MED9;ZBTB33;HCFC1;HIC2;ILF3;NIF3L1;WDR82;KAT6B;TBL1XR1;ZNF318;TIMELESS;ZNF558;FLYWCH1;UBE2V1;MZF1;EZR;TP53;ZNF554;ZNF431;ZNF398;ZNF550;ZNF274;CTBP2;MAZ;GATA5;PRDM11;DEAF1;ORC2;TPR;HIVEP1;E4F1;ZNF304;ZBTB7A;LYAR;RREB1;ZNF266;ZNF540;XRCC6;ZNF141;SMAD3;XRCC5;BCL11A;CBX2;PLK1;HMGA1;HMGA2;PA2G4;SMARCA4;GCLC;SNW1;CNOT1;ZNF658;ZNF777;TCF3;RBAK;ZNF136;EZH1;ZNF256;EZH2;ZNF133;ZNF253;ZNF891;ZNF131;THRB;LDB1;CITED1;THRA;SUV39H1;CBY1;OTUD7B;ZC3H8;BRCA1;HMGB1;PHF6;FLCN;LBH;METTL13;BCL7A;NKRF;ZNF529;C1QBP;HEY2;CD38;ZNF764;ZNF587B;PRMT6;KLF10;FOXD1;ZHX3;RBM15;PEG3;EED;TET1;SIRT1;GCFC2;ZEB1;TFDP2;CRY2;DEPDC1;LANCL2;BIRC5;PPARA;ZNF599;CRYAB;MCPH1;KANK2;HDAC4;NFIX;SF3B3;CIPC;DDX20;MOSPD1;ZNF3;CXXC5;ZNF69;NR2C1;BCLAF1;MUC1;BTAF1;RXRA;MTA1;ZNF749;NSD1;HSF1;MXI1;BEND3;PCGF1;ZNF589;RBBP7;SAMD1;ZNF620;RPL17;HES5;E2F8;ZNF343;JAZF1;TCFL5;MBD3;IRX1;SPEN;PCGF6;ZNF180;PER2;PER1;CENPF;GFI1B;TFAP4;NR6A1;MYBBP1A;DNAJA3;PDCD4;ZNF614;RLIM;HDGF;TAF1;CDK5R1
GO_Biological_Process_2023	Regulation Of Protein Localization To Nucleus (GO:1900180)	11/52	3.094064e-01	9.999963e-01	0	0	1.246540e+00	1.462315e+00	FLCN;MFHAS1;TFRC;NVL;TPR;PLK1;OTUD7B;KAT7;GLUL;MTOR;BYSL
GO_Biological_Process_2023	poly(A)+ mRNA Export From Nucleus (GO:0016973)	5/21	3.106379e-01	9.999963e-01	0	0	1.451681e+00	1.697200e+00	NUP93;DDX19A;PCID2;MCM3AP;NUP133
GO_Biological_Process_2023	Positive Regulation Of Interferon-Alpha Production (GO:0032727)	5/21	3.106379e-01	9.999963e-01	0	0	1.451681e+00	1.697200e+00	SETD2;MAVS;DHX9;DHX36;HSPD1
GO_Biological_Process_2023	Positive Regulation Of Smoothened Signaling Pathway (GO:0045880)	5/21	3.106379e-01	9.999963e-01	0	0	1.451681e+00	1.697200e+00	STK36;TUBD1;KIF7;UCHL5;GAS8
GO_Biological_Process_2023	Regulation Of Anoikis (GO:2000209)	5/21	3.106379e-01	9.999963e-01	0	0	1.451681e+00	1.697200e+00	TLE1;MYBBP1A;PTRH2;PIK3R3;ZNF304
GO_Biological_Process_2023	Regulation Of Histone Deacetylation (GO:0031063)	5/21	3.106379e-01	9.999963e-01	0	0	1.451681e+00	1.697200e+00	KAT2A;TADA2A;SUV39H1;WDR5;SIRT1
GO_Biological_Process_2023	Negative Regulation Of RNA Biosynthetic Process (GO:1902679)	4/16	3.113502e-01	9.999963e-01	0	0	1.548399e+00	1.806729e+00	APOBEC3C;SETDB1;HMGA2;ZNF653
GO_Biological_Process_2023	Negative Regulation Of Anoikis (GO:2000811)	4/16	3.113502e-01	9.999963e-01	0	0	1.548399e+00	1.806729e+00	TLE1;PTRH2;PIK3R3;ZNF304
GO_Biological_Process_2023	Positive Regulation By Host Of Viral Transcription (GO:0043923)	4/16	3.113502e-01	9.999963e-01	0	0	1.548399e+00	1.806729e+00	SNW1;TFAP4;CHD1;SMARCA4
GO_Biological_Process_2023	Positive Regulation Of Telomere Capping (GO:1904355)	4/16	3.113502e-01	9.999963e-01	0	0	1.548399e+00	1.806729e+00	NABP2;NEK2;MAP2K7;MAP3K4
GO_Biological_Process_2023	Protein Localization To Mitochondrion (GO:0070585)	4/16	3.113502e-01	9.999963e-01	0	0	1.548399e+00	1.806729e+00	MTCH2;MAVS;COX18;HK1
GO_Biological_Process_2023	Protein Targeting To Peroxisome (GO:0006625)	4/16	3.113502e-01	9.999963e-01	0	0	1.548399e+00	1.806729e+00	PEX5;PEX10;PEX12;PEX26
GO_Biological_Process_2023	Retinal Metabolic Process (GO:0042574)	4/16	3.113502e-01	9.999963e-01	0	0	1.548399e+00	1.806729e+00	AKR1C1;AKR1C3;RDH13;DHRS4
GO_Biological_Process_2023	Modification-Dependent Protein Catabolic Process (GO:0019941)	37/192	3.134891e-01	9.999963e-01	0	0	1.109554e+00	1.287073e+00	KEAP1;NEDD4L;FBXO45;FBXO21;FBXO22;RPGR;PSMD9;ATXN3;C18ORF25;ZNRF3;LONP1;ARIH2;NAE1;PSMF1;BTRC;FBXO7;UBQLN4;GET4;UBL7;MYLIP;RNF43;AREL1;NDFIP1;FEM1A;SIAH2;RNF26;UBE4A;UBE4B;UBE2G2;RNF40;DDB1;COPS3;RNF144B;WDR81;TTC3;RLIM;TAF1
GO_Biological_Process_2023	Positive Regulation Of Cell Growth (GO:0030307)	21/106	3.229167e-01	9.999963e-01	0	0	1.148056e+00	1.297717e+00	PRR5;DDX49;SLC44A4;CSNK2A1;NCBP1;SPHK1;BRAT1;NEDD4L;INO80;DNPH1;NTN1;CDKN2AIP;MTOR;RPTOR;SUPV3L1;EXOSC4;MLST8;TEAD1;FXN;EXOSC2;EIF4G1
GO_Biological_Process_2023	Peptidyl-Threonine Phosphorylation (GO:0018107)	12/58	3.260258e-01	9.999963e-01	0	0	1.212024e+00	1.358411e+00	DYRK3;CSNK2A1;PRKDC;CHEK1;CAD;WNK3;DYRK1B;LMTK2;CDK10;CDC42BPA;CDK5R1;TAF1
GO_Biological_Process_2023	Protein Maturation (GO:0051604)	23/117	3.263355e-01	9.999963e-01	0	0	1.137026e+00	1.273275e+00	NAA50;GALNT2;TYSND1;ECE2;PCSK7;PCSK4;CIAO1;HSPD1;GCSH;AFG3L2;KEL;PITRM1;CASP3;DDI2;XPNPEP3;TSPAN5;NAA35;MMS19;NAA16;NAA15;AASDHPPT;METAP1;METAP2
GO_Biological_Process_2023	Regulation Of p38MAPK Cascade (GO:1900744)	8/37	3.282445e-01	9.999963e-01	0	0	1.281557e+00	1.427650e+00	MFHAS1;PER1;PRMT1;SPHK1;SORD;LGALS9;EZR;MAP3K4
GO_Biological_Process_2023	Cellular Respiration (GO:0045333)	17/85	3.320205e-01	9.999963e-01	0	0	1.161610e+00	1.280743e+00	NDUFA9;NDUFB9;NDUFB6;COX15;NDUFA10;ETFDH;SDHA;OXA1L;LYRM7;NDUFS3;UQCRC1;MTFR1;NDUFS1;MTFR2;CYC1;NDUFV3;NDUFV1
GO_Biological_Process_2023	Positive Regulation Of Amide Metabolic Process (GO:0034250)	17/85	3.320205e-01	9.999963e-01	0	0	1.161610e+00	1.280743e+00	NPM1;NSUN5;PRMT1;SPHK2;PRKDC;NAT10;PLD1;EEF2;LARP1B;MTOR;LARP1;CASP3;AGO2;GUF1;EIF3C;EIF3D;PICALM
GO_Biological_Process_2023	Cellular Response To Alcohol (GO:0097306)	11/53	3.331271e-01	9.999963e-01	0	0	1.216786e+00	1.337529e+00	BLM;LARP1;RAD51;SCNN1D;CDH1;SPHK2;KLF9;AKR1C3;AKR1C2;BRCA1;GPLD1
GO_Biological_Process_2023	Protein Modification By Small Protein Conjugation (GO:0032446)	68/364	3.345854e-01	9.999963e-01	0	0	1.068019e+00	1.169334e+00	ZNF451;TRIM73;MOCS3;CCNF;KEAP1;SMC6;BRCA1;RPGR;HERC2;TRIM28;KIAA1586;ARIH2;TRIM27;BTRC;FBXO7;RNF111;FBXO9;ATG3;MYLIP;RNF43;TRIM61;USP7;AREL1;ANAPC7;USP5;NSMCE2;MSL2;RNF208;RANGAP1;SIRT1;TRAIP;SENP1;DDB1;TRIM17;GAN;CBLL1;TRIM10;ZNF598;TRIM11;KLHL18;HDAC4;DCUN1D5;UHRF2;GPS1;DCUN1D2;NEDD4L;FBXO45;CAND2;CAND1;ZNRF3;HLTF;NAE1;BRAP;RANBP2;BCL11A;RNF26;PLK1;KLHL21;BSPRY;CUL4A;COPS3;KLHL7;RFWD3;TSPAN17;RLIM;RNF182;RNF220;ASB1
GO_Biological_Process_2023	'De Novo' Post-Translational Protein Folding (GO:0051084)	7/32	3.349389e-01	9.999963e-01	0	0	1.300729e+00	1.422747e+00	CHCHD4;HSPA9;CCT2;ST13;PTGES3;HSPA14;UGGT1
GO_Biological_Process_2023	Female Gamete Generation (GO:0007292)	7/32	3.349389e-01	9.999963e-01	0	0	1.300729e+00	1.422747e+00	NANOS1;DIAPH2;MCM8;MCM9;DMC1;TRIP13;TOB2
GO_Biological_Process_2023	Regulation Of Ubiquitin-Protein Transferase Activity (GO:0051438)	7/32	3.349389e-01	9.999963e-01	0	0	1.300729e+00	1.422747e+00	CDC20;DCUN1D5;FEM1A;PLK1;BUB1B;DCUN1D2;RPS2
GO_Biological_Process_2023	In Utero Embryonic Development (GO:0001701)	6/27	3.417775e-01	9.999963e-01	0	0	1.327223e+00	1.424900e+00	FLCN;STIL;TGFB3;CHD7;ZNF568;EGFL8
GO_Biological_Process_2023	Microtubule Polymerization Or Depolymerization (GO:0031109)	6/27	3.417775e-01	9.999963e-01	0	0	1.327223e+00	1.424900e+00	KIF18A;KIF18B;KIF14;STMN3;KIF24;KIF2C
GO_Biological_Process_2023	Peptidyl-Lysine Methylation (GO:0018022)	6/27	3.417775e-01	9.999963e-01	0	0	1.327223e+00	1.424900e+00	SETD4;SETD2;SETD6;SUV39H1;VCPKMT;FAM86B1
GO_Biological_Process_2023	Positive Regulation Of Nitric Oxide Biosynthetic Process (GO:0045429)	6/27	3.417775e-01	9.999963e-01	0	0	1.327223e+00	1.424900e+00	HSP90AA1;HSP90AB1;SMAD3;INSR;HBB;CD36
GO_Biological_Process_2023	Positive Regulation Of Ubiquitin-Protein Transferase Activity (GO:0051443)	6/27	3.417775e-01	9.999963e-01	0	0	1.327223e+00	1.424900e+00	CDC20;DCUN1D5;PLK1;DCUN1D2;RPS2;BTRC
GO_Biological_Process_2023	Regulation Of Androgen Receptor Signaling Pathway (GO:0060765)	6/27	3.417775e-01	9.999963e-01	0	0	1.327223e+00	1.424900e+00	KDM1A;FOXH1;TRIM68;ZBTB7A;SIRT1;SMARCA4
GO_Biological_Process_2023	Regulation Of Transcription Regulatory Region DNA Binding (GO:2000677)	6/27	3.417775e-01	9.999963e-01	0	0	1.327223e+00	1.424900e+00	PER2;TRIM6;NSD1;HEY2;ZBTB7A;RNF220
GO_Biological_Process_2023	Regulation Of RNA Metabolic Process (GO:0051252)	18/91	3.434121e-01	9.999963e-01	0	0	1.145673e+00	1.224523e+00	RBM38;USP36;MED1;SF3B5;SF3B3;CELF1;FUS;TAF9;TNFRSF1B;CLK4;PTBP1;TAF6L;KAT2A;ZNF638;CCNL2;HNRNPA1;RBM12;MCM2
GO_Biological_Process_2023	Protein Homooligomerization (GO:0051260)	25/129	3.444026e-01	9.999963e-01	0	0	1.117013e+00	1.190673e+00	BLM;SYCP1;SHMT1;ATL2;CBY1;ITLN1;ACACB;HSD17B10;CLYBL;RYR3;THG1L;ALAD;BEND3;ECT2;SAMD1;CBR4;POLQ;PNPT1;FUS;PRMT1;KCNJ12;SIGMAR1;LETM1;CTH;TRMT61B
GO_Biological_Process_2023	Acylglycerol Biosynthetic Process (GO:0046463)	5/22	3.486206e-01	9.999963e-01	0	0	1.366205e+00	1.439667e+00	DGAT2;DGAT1;GPAM;PLCE1;LPIN3
GO_Biological_Process_2023	Blood Vessel Endothelial Cell Migration (GO:0043534)	5/22	3.486206e-01	9.999963e-01	0	0	1.366205e+00	1.439667e+00	PIK3R3;EMP2;MIA3;EPHB4;GPLD1
